Give Me A Call,eVolver,311,201.3,0.842,0.51,2003ø
Get Down,Uplifter (Deluxe Version),311,305.9,0.842,0.51,2009ø
Gap,311 (Deluxe Version),311,130.7,0.842,0.51,1996ø
Freeze Time,Soundsystem,311,202.1,0.842,0.51,1999ø
Freak Out,Music,311,222.9,0.842,0.51,1992ø
Flowing,Greatest Hits '93 - '03,311,192.3,0.842,0.51,1999ø
First Straw,Greatest Hits '93 - '03,311,179.7,0.842,0.51,2004ø
Firewater,311 (Deluxe Version),311,214.4,0.842,0.51,1996ø
Feels So Good,Music,311,203.4,0.842,0.51,1990ø
Fat Chance,Music,311,304.7,0.842,0.51,1993ø
Evolution,Soundsystem,311,257.1,0.842,0.51,1999ø
Eons,Soundsystem,311,194.3,0.842,0.51,1999ø
Electricity,Transistor,311,152.6,0.842,0.51,1997ø
Down,311 (Deluxe Version),311,174.5,0.842,0.51,1995ø
Don't Tread On Me,Don't Tread On Me,311,186.9,0.842,0.51,2005ø
Don't Stay Home,311 (Deluxe Version),311,164.3,0.842,0.51,1995ø
Do You Right,Music,311,258.1,0.842,0.51,1991ø
DLMD,311,311,131.3,0.842,0.51,1995ø
Daisy Cutter,Uplifter,311,234.4,0.842,0.51,2009ø
Creature Feature,Transistor,311,156.2,0.842,0.51,1997ø
Crack The Code,eVolver,311,235.4,0.842,0.51,2003ø
Come Original,Greatest Hits '93 - '03,311,222.4,0.842,0.51,1999ø
Color,Transistor,311,114.3,0.842,0.51,1997ø
Coda,eVolver,311,106.3,0.842,0.51,2003ø
Can't Fade Me,Soundsystem,311,129.2,0.842,0.51,1999ø
Borders,Transistor,311,162.3,0.842,0.51,1997ø
Beyond The Gray Sky,eVolver,311,258.5,0.842,0.51,2003ø
Beautiful Disaster,Transistor,311,240.0,0.842,0.51,1997ø
Applied Science,Grassroots,311,164.4,0.842,0.51,1994ø
Amber,Greatest Hits '93 - '03,311,211.1,0.842,0.51,2001ø
All Mixed Up,Greatest Hits '93 - '03,311,182.3,0.842,0.51,1995ø
8:16 A.M.,Grassroots,311,223.7,0.842,0.51,1994ø
1_ 2_ 3,Grassroots,311,179.1,0.842,0.51,1994ø
