title,release,artist_name,duration,artist_familiarity,artist_hotttnesss,year,shs_perf,shs_work♣
9:50,Journey To The Center Of The Bowl,Hilt,284.76036,0.43768629,0.379671839,1991,-1,0♣
10:00 AM,Hello,Half Japanese,129.30567,0.576665525,0.397967791,2001,-1,0♣
10:03,The Places Between : The Best Of Doves,Doves,244.21832,0.712005953,0.540418294,2009,-1,0♣
0.44,Odd Senses,Psyopus,52.6624,0.707775491,0.493555258,2009,-1,0♣
10:55,Humidity,Heights Of Abraham,353.27955,0.541895257,0.351026749,1993,-1,0♣
11:00 AM,Morning View,Incubus,253.41342,0.899279599,0.579441938,2001,-1,0♣
11:00 AM,Morning View,Incubus,253.67465,0.899279599,0.579441938,2001,-1,0♣
11:11,Want One,Rufus Wainwright,267.51955,0.754130066,0.640419691,2003,-1,0♣
11:11,11:11,Grzegorz Turnau,163.86567,0.591883968,0.449152877,2005,-1,0♣
11:11,11:11,Rodrigo y Gabriela,289.56689,0.802979146,0.466705351,2009,-1,0♣
11:38,Blacklist,Kap Bambino,165.25016,0.660646051,0.464244513,2009,-1,0♣
11:47,Run Screaming,Slow Gherkin,261.61587,0.509873333,0.379187775,2002,-1,0♣
11:59,The Platinum Collection (Digital),Blondie,200.46322,0.758537439,0.55141512,1978,-1,0♣
12:09,Everybody Makes Mistakes,Shearwater,205.92281,0.683942248,0.440167238,2002,-1,0♣
12:18,76:14:00,Global Communication,738.11546,0.624586124,0.380207606,1995,-1,0♣
12:51,12:51,The Strokes,149.81179,0.80704348,0.587194102,2003,-1,0♣
1:00 PM,Moodlex 24,Moodlex,8.04526,0.474729603,0.397377158,2004,-1,0♣
13:06:35,Turntable Soul Music,Belleruche,246.38649,0.656679524,0.431448862,2007,-1,0♣
14:31,76:14:00,Global Communication,871.88853,0.624586124,0.380207606,2005,-1,0♣
14:47,Los Dias De Junio,Don't Mess With Texas,256.28689,0.433201468,0.39958544,2007,-1,0♣
16:09,Manifesto Abusivo Special Edition,Samuele Bersani,222.06649,0.62674887,0.437243433,2009,-1,0♣
17:30:00,Era Of Diversion,Evol Intent,164.30975,0.677587277,0.432636442,2008,-1,0♣
8:02 PM,Example,For Squirrels,207.77751,0.472770274,0.349457929,1995,-1,0♣
85%,Harpslinger,Carey Bell_ Lurrie Bell,279.84934,0.390250416,0.325030758,1996,-1,0♣
85%,Harpslinger,Carey Bell,278.93506,0.487303837,0.33904118,1997,-1,0♣
21:10,Godzilla 2000: Millennium - Original Motion Picture Soundtrack,Takayuki Hattori,46.31465,0.351786572,0.333740045,2000,-1,0♣
0.95,Odlican CD,Frenkie,164.33587,0.561969882,0.463020076,2005,-1,0♣
22:50,El AÃ±o del DragÃ_n,Skunk D.F.,158.06649,0.555563193,0.37602582,2005,-1,0♣
11:11 PM,Move Along,The All-American Rejects,183.82322,0.853350781,0.586230536,2005,-1,0♣
11:11 PM,Move Along,The All-American Rejects,184.31955,0.840651579,0.582205564,2005,-1,0♣
99%,99%,Meat Beat Manifesto,19.66975,0.683499395,0.497546589,1990,-1,0♣
99%,Grave Dancers Union,Soul Asylum,237.50485,0.690080124,0.466775622,1992,-1,0♣
99%,Have Mercy,The Mooney Suzuki,309.96853,0.633444664,0.37351736,2007,-1,0♣
100%,Kingston Hot,Cocoa Tea,228.96281,0.595645308,0.4260093,1992,-1,0♣
1,2,Final,205.26975,0.596086337,0.390361087,1996,-1,0♣
1,Burningn'n Tree,Squarepusher,237.42649,0.719935437,0.486950474,1997,-1,0♣
1,Aivan kuin kaikki muutkin,Apulanta,263.49669,0.569236025,0.416801915,1998,-1,0♣
100%,Primate diplomate,Freedom For King Kong,208.24771,0.499506625,0.351214102,2001,-1,0♣
1,Grape Blueprints Pour Spinich Olive Grape,Dilute,516.67546,0.500074952,0.382448497,2002,-1,0♣
100%,100% / Zero Crossing,Deepack,442.95791,0.535906758,0.418393571,2002,-1,0♣
100%,Statues,Moloko,314.04363,0.747625575,0.509979857,2003,-1,0♣
1,The Stereo And God (mini album),Joy Zipper,148.08771,0.591921459,0.441719829,2003,-1,0♣
1,Clean,Cosmo Vitelli,79.22893,0.546357406,0.397413961,2003,-1,0♣
1,The Heartlight Set,Joy Zipper,153.52118,0.591921459,0.441719829,2003,-1,0♣
1,Facto Delafe y las flores azules VS El monstruo de las ramblas,Facto Delafe y las flores azules,117.73342,0.636119207,0.363499577,2005,-1,0♣
100%,Krankhaus,Angelspit,195.29098,0.646675202,0.395397381,2005,-1,0♣
100%,Legacy,Madball,78.78485,0.694093023,0.442976214,2005,-1,0♣
1,August,Giuseppe Ielasi,446.06649,0.444662288,0.359343862,2007,-1,0♣
100%,Fancy Footwork,Chromeo,362.4224,0.807528141,0.485403744,2007,-1,0♣
1,Hinterland Festival 2009,Three Trapped Tigers,266.81424,0.496294805,0.433237324,2008,-1,0♣
1,Aix,Giuseppe Ielasi,202.37016,0.444662288,0.359343862,2009,-1,0♣
1,Live In London & Chasing the Dragon,Karma To Burn,244.68853,0.624355576,0.452823537,2009,-1,0♣
102%,102%,The New Mastersounds,180.97587,0.617683359,0.489293663,2006,-1,0♣
1.03,This Is Not the Green Fury,Matt Pond PA,63.63383,0.700650719,0.481755794,2001,-1,0♣
1.22,Artists' Rifles,Piano Magic,84.53179,0.664194944,0.389443901,2000,-1,0♣
1.3,Writers Without Homes,Piano Magic,93.17832,0.664194944,0.45600996,2002,-1,0♣
1.36,The Scientist,Coldplay,125.20444,0.865021512,0.916053228,2002,-1,0♣
1.512,Berri Txarrak,Berri Txarrak,146.20689,0.643493795,0.443872011,1997,-1,0♣
45:33:00,45:33:00,LCD Soundsystem,2764.32934,0.764882429,0.614346006,2006,-1,0♣
1.996,Hiperespacio,La UniÃ_n,269.66159,0.531170322,0.290285869,1996,-1,0♣
2,2,Final,368.27383,0.596086337,0.390361087,1996,-1,0♣
2,Burningn'n Tree,Squarepusher,248.842,0.719935437,0.486950474,1997,-1,0♣
2,Aivan kuin kaikki muutkin,Apulanta,198.42567,0.569236025,0.416801915,1998,-1,0♣
2,Soaked,Philip Jeck And Jacob Kirkegaard,247.64036,0.306628176,0.219329865,2002,-1,0♣
2,August,Giuseppe Ielasi,472.81587,0.444662288,0.359343862,2007,-1,0♣
2,Our Puzzling Encounters Considered,Psyopus,240.8224,0.707775491,0.493555258,2007,-1,0♣
2,1,This Is Head,239.28118,0.288220898,0.406919585,2009,-1,0♣
2,Aix,Giuseppe Ielasi,230.19057,0.444662288,0.359343862,2009,-1,0♣
2,Witness,blessthefall,60.39465,0.798157588,0.650721105,2009,-1,0♣
52:10:00,A Liturgy_ A Legacy & A Ragamuffin Band,Rich Mullins,221.09995,0.58702123,0.452877192,1993,-1,0♣
64:14:00,Audio_Data_Bank,Team Doyobi,5.0673,0.532095402,0.330355905,2010,-1,0♣
64:18:00,Audio_Data_Bank,Team Doyobi,14.94159,0.532095402,0.330355905,2010,-1,0♣
64:29:00,Audio_Data_Bank,Team Doyobi,17.03138,0.532095402,0.330355905,2010,-1,0♣
3,Rare Volume 2,Ultravox,243.04281,0.695410781,0.470377511,1994,-1,0♣
3,2,Final,484.75383,0.596086337,0.390361087,1996,-1,0♣
3,Aivan kuin kaikki muutkin,Apulanta,177.68444,0.569236025,0.416801915,1998,-1,0♣
3,Soaked,Philip Jeck And Jacob Kirkegaard,245.44608,0.306628176,0.219329865,2002,-1,0♣
3,3,Britney Spears,216.29342,0.947327507,0.631289508,2009,-1,0♣
3,Aix,Giuseppe Ielasi,215.71873,0.444662288,0.359343862,2009,-1,0♣
3,3,Britney Spears,394.44853,0.947327507,0.60725728,2009,-1,0♣
3,3,Britney Spears,465.47546,0.947327507,0.60725728,2009,-1,0♣
3,The Autumn Kaleidoscope Got Changed,Black Moth Super Rainbow,53.7073,0.712726228,0.449653468,2009,-1,0♣
3,3,Britney Spears,213.28934,0.947327507,0.616344502,2009,-1,0♣
3,Live In London & Chasing the Dragon,Karma To Burn,227.42159,0.624355576,0.452823537,2009,-1,0♣
3,3 / Booty Clap,The Real Booty Babes,370.31138,0.609661657,0.374638015,2010,-1,0♣
3,1,This Is Head,640.20853,0.288220898,0.406919585,2010,-1,0♣
3,3 / Booty Clap,The Real Booty Babes,212.84526,0.609661657,0.374638015,2010,-1,0♣
3,3 / Booty Clap,The Real Booty Babes,308.74077,0.609661657,0.374638015,2010,-1,0♣
3,3 / Booty Clap,The Real Booty Babes,214.69995,0.609661657,0.374638015,2010,-1,0♣
3.06,The Dividing Line,SSS,56.78975,0.551769436,0.348315499,2008,-1,0♣
3.14,Havalina Rail Co.,Havalina Rail Company,257.74975,0.431695712,0.312791006,1994,-1,0♣
3.214,Madvillainy 2: The Madlib Remix,Madvillain,123.71546,0.705308671,0.496805415,2008,-1,0♣
3.3,3.1,Humate,324.5971,0.676718387,0.40548722,1996,-1,0♣
3.3,Butter,Hudson Mohawke,95.03302,0.643680572,0.437503837,2009,-1,0♣
4,Hypnotised,Simple Minds,271.09832,0.700679842,0.506958573,1995,-1,0♣
4,Weirdo Magnet,Buck 65,178.72934,0.681513586,0.444268701,1996,-1,0♣
4,2,Final,519.26159,0.596086337,0.390361087,1996,-1,0♣
4,Burningn'n Tree,Squarepusher,273.52771,0.719935437,0.486950474,1997,-1,0♣
4,Aivan kuin kaikki muutkin,Apulanta,227.23873,0.569236025,0.416801915,1998,-1,0♣
4,The Death Of Quickspace,Quickspace,32.86159,0.47543626,0.3341325,2000,-1,0♣
4,Terra Incognita,Gojira,129.69751,0.66249284,0.444713986,2001,-1,0♣
4,XXX,Fermin IV,236.32934,0.522334455,0.43159948,2002,-1,0♣
4,Charles Webster - Coast2Coast,Pepe Braddock,450.89914,0.378680133,0.401494374,2003,-1,0♣
4,Lying And Manipulating,Gorch Fock,5.642,0.423924315,0.278794509,2005,-1,0♣
4,August,Giuseppe Ielasi,362.34404,0.444662288,0.359343862,2007,-1,0♣
4,Beat Pyramid,These New Puritans,7.91465,0.70634979,0.57843882,2007,-1,0♣
4,Amaia Montero,Amaia Montero,227.99628,0.624943465,0.449269378,2008,-1,0♣
4,Aix,Giuseppe Ielasi,230.5824,0.444662288,0.359343862,2009,-1,0♣
4.5,Electroluv,Mr Gelatine,215.43138,0.361370388,0.2627551,2003,-1,0♣
5,Weirdo Magnet,Buck 65,208.14322,0.681513586,0.444268701,1996,-1,0♣
5,2,Final,479.79057,0.596086337,0.390361087,1996,-1,0♣
5,Burningn'n Tree,Squarepusher,200.22812,0.719935437,0.486950474,1997,-1,0♣
5,Ultraspank,Ultraspank,295.60118,0.543587361,0.409197851,1998,-1,0♣
5,Aivan kuin kaikki muutkin,Apulanta,324.75383,0.569236025,0.416801915,1998,-1,0♣
5,Soaked,Philip Jeck And Jacob Kirkegaard,346.69669,0.306628176,0.219329865,2002,-1,0♣
5,Slum Village,Slum Village,382.35383,0.674839436,0.425450614,2005,-1,0♣
5,August,Giuseppe Ielasi,517.14567,0.444662288,0.359343862,2007,-1,0♣
5,Aix,Giuseppe Ielasi,232.22812,0.444662288,0.359343862,2009,-1,0♣
5,55 Cadillac,Andrew W.K.,286.09261,0.698532477,0.509456001,2009,-1,0♣
5,Live In London & Chasing the Dragon,Karma To Burn,287.65995,0.624355576,0.452823537,2009,-1,0♣
5,Hidden,These New Puritans,272.48281,0.70634979,0.57843882,2010,-1,0♣
5.45,Entertainment,Gang Of Four,222.53669,0.683845007,0.454785379,1979,-1,0♣
6,2,Final,193.17506,0.596086337,0.390361087,1996,-1,0♣
6,Burningn'n Tree,Squarepusher,483.42159,0.719935437,0.486950474,1997,-1,0♣
6,Lena 20 Ã…r,Lena Philipsson,262.26893,0.529819135,0.410228511,1998,-1,0♣
6,Aivan kuin kaikki muutkin,Apulanta,271.20281,0.569236025,0.416801915,1998,-1,0♣
6,Soaked,Philip Jeck And Jacob Kirkegaard,264.25424,0.306628176,0.219329865,2002,-1,0♣
6,Lei E',Paolo Meneguzzi,191.52934,0.590249216,0.370971523,2003,-1,0♣
6,Part Six Part One,Mc Chris,185.05098,0.738366505,0.542901788,2009,-1,0♣
6,EP2,Three Trapped Tigers,273.76281,0.496294805,0.433237324,2009,-1,0♣
6,Aix,Giuseppe Ielasi,180.40118,0.444662288,0.359343862,2009,-1,0♣
7,The Very Best Of John Barry,John Barry,107.88526,0.616638206,0.419380768,1963,-1,0♣
7,Black And Dekker,Desmond Dekker,173.34812,0.64305627,0.442683188,1969,-1,0♣
7,The Hits/The B-Sides 3,Prince & The New Power Generation,310.46485,0.831928855,0.39921511,1992,-1,0♣
7,2,Final,152.47628,0.596086337,0.390361087,1996,-1,0♣
7,Weirdo Magnet,Buck 65,172.35546,0.681513586,0.444268701,1996,-1,0♣
7,Burningn'n Tree,Squarepusher,356.85832,0.719935437,0.486950474,1997,-1,0♣
7,Aivan kuin kaikki muutkin,Apulanta,260.70159,0.569236025,0.416801915,1998,-1,0♣
7,Soaked,Philip Jeck And Jacob Kirkegaard,147.33016,0.306628176,0.219329865,2002,-1,0♣
7,When The Sun Goes Down,Arctic Monkeys,128.54812,0.81659671,0.553661233,2006,-1,0♣
7,When The Sun Goes Down,Arctic Monkeys,128.49587,0.81659671,0.577075875,2006,-1,0♣
7,Don't Want To Let Go,Eason Chan,239.56853,0.555277224,0.395217687,2008,-1,0♣
7,Live In London & Chasing the Dragon,Karma To Burn,280.42404,0.624355576,0.452823537,2009,-1,0♣
7,Aix,Giuseppe Ielasi,146.20689,0.444662288,0.359343862,2009,-1,0♣
7,EP2,Three Trapped Tigers,322.14159,0.496294805,0.433237324,2009,-1,0♣
7,1,This Is Head,232.48934,0.288220898,0.406919585,2010,-1,0♣
7.2,The Stolen Singles,Arab On Radar,121.36444,0.591123349,0.36138345,2003,-1,0♣
8,Diary,Sunny Day Real Estate,315.24526,0.698522663,0.459940536,1995,-1,0♣
8,2,Final,1483.54567,0.596086337,0.390361087,1996,-1,0♣
8,Weirdo Magnet,Buck 65,72.22812,0.681513586,0.444268701,1996,-1,0♣
8,Burningn'n Tree,Squarepusher,661.78567,0.719935437,0.486950474,1997,-1,0♣
8,Negatives,Phantom Planet,229.0673,0.764003369,0.542395094,2004,-1,0♣
8,EP2,Three Trapped Tigers,283.37587,0.496294805,0.433237324,2009,-1,0♣
8,Aix,Giuseppe Ielasi,198.1122,0.444662288,0.359343862,2009,-1,0♣
8,Live In London & Chasing the Dragon,Karma To Burn,282.06975,0.624355576,0.452823537,2009,-1,0♣
8,1,This Is Head,254.22322,0.288220898,0.406919585,2010,-1,0♣
8.45,The Hunt Brings Us Life,Samuel Flynn Scott,293.25016,0.362960897,0.305532099,2006,-1,0♣
8.8,Sonic Narcotic,Transient Waves,561.18812,0.382017644,0.301365564,1999,-1,0♣
9,2,Final,454.24281,0.596086337,0.390361087,1996,-1,0♣
9,Weirdo Magnet,Buck 65,121.5473,0.681513586,0.444268701,1996,-1,0♣
9,Aivan kuin kaikki muutkin,Apulanta,124.26404,0.569236025,0.416801915,1998,-1,0♣
9,9,Mercyful Fate,269.26975,0.672270752,0.448150496,1999,-1,0♣
9,3 (minority of 1),mr76ix,56.31955,0.430652262,0.372334601,2007,-1,0♣
9,Diary,Sunny Day Real Estate,363.07546,0.698522663,0.459940536,2009,-1,0♣
9,Aix,Giuseppe Ielasi,247.82322,0.444662288,0.359343862,2009,-1,0♣
9,EP2,Three Trapped Tigers,298.84036,0.496294805,0.433237324,2009,-1,0♣
9,1,This Is Head,296.95955,0.288220898,0.406919585,2010,-1,0♣
9.6,Romancero,La Bien Querida,182.85669,0.606459126,0.383328513,2009,-1,0♣
10,All By Myself,Rikk Agnew,176.22159,0.467955066,0.324597714,1990,-1,0♣
10,Super 8,Los Planetas,382.79791,0.6507748,0.439130582,1994,-1,0♣
10,Weirdo Magnet,Buck 65,60.70812,0.681513586,0.444268701,1996,-1,0♣
10,Da Bomb Vol 6,DJ Godfather,43.98975,0.491256209,0.326208255,2003,-1,0♣
10,Transvision,Alva Noto,376.08444,0.620910313,0.412402729,2005,-1,0♣
10,Virgin Snow Color,Ayabie,244.71465,0.071903182,0.434949617,2006,-1,0♣
10,EP3,Three Trapped Tigers,355.47383,0.496294805,0.433237324,2010,-1,0♣
10.15,Party Animals,Kid Loco,274.07628,0.748884085,0.444680697,2008,-1,0♣
11,Binge And Purge,Lunachicks,194.66404,0.59400302,0.391501207,1992,-1,0♣
11,Burningn'n Tree,Squarepusher,563.53914,0.719935437,0.486950474,1997,-1,0♣
11,EP3,Three Trapped Tigers,374.59546,0.496294805,0.433237324,2010,-1,0♣
11,1,This Is Head,228.30975,0.288220898,0.406919585,2010,-1,0♣
12,Brave Murder Day,Katatonia,500.1922,0.802654891,0.566349577,1996,-1,0♣
12,Time Without Consequence,Alexi Murdoch,409.7824,0.716246787,0.554617378,2006,-1,0♣
12,Prinsessor,Laleh,206.75873,0.610010929,0.433924723,2006,-1,0♣
12,EP3,Three Trapped Tigers,203.75465,0.496294805,0.433237324,2010,-1,0♣
12,1,This Is Head,327.99302,0.288220898,0.406919585,2010,-1,0♣
12.5,When Excuses Become Antiques,Phoenix Mourning,107.83302,0.587548432,0.322885864,2006,-1,0♣
13,State Of Euphoria,Anthrax,51.22567,0.752405625,0.53291616,1988,-1,0♣
13,Magnapop,Magnapop,162.92526,0.565690656,0.345287739,1992,68482,3813♣
13,Weirdo Magnet,Buck 65,76.25098,0.681513586,0.444268701,1996,-1,0♣
13,When the Funk Hits the Fan,Sylk 130,91.61098,0.413923188,0.312937022,1998,-1,0♣
13,Sin / Pecado,Moonspell,161.38404,0.722570574,0.499826314,1998,-1,0♣
13,Treatment 5,Osker,211.06893,0.542520182,0.402047752,2000,-1,0♣
13,Treatment 5,Osker,211.12118,0.542520182,0.402047752,2000,-1,0♣
13,Farbenfinsternis,Eisregen,249.18159,0.64965907,0.413391274,2001,-1,0♣
13,Rit's House,Lee Ritenour,300.79955,0.632008013,0.144684661,2002,-1,0♣
13,Get Heavy,Lordi,66.61179,0.73400026,0.529912032,2002,-1,0♣
13,10_000 Shots,The Real McKenzies,158.37995,0.664369217,0.484801377,2005,-1,0♣
13,NÃ¥t Gammalt_ NÃ¥t Nytt_ NÃ¥t LÃ¥nat_ NÃ¥t BlÃ¥tt,HÃ¥kan HellstrÃ¶m,172.25098,0.664418104,0.466643893,2005,53199,3813♣
13,Peopleskills,Perspects,321.17506,0.521045995,0.321106758,2006,-1,0♣
13,(ONe),The Panic Channel,81.8673,0.607615491,0.340915136,2006,-1,0♣
13,EP3,Three Trapped Tigers,336.87465,0.496294805,0.433237324,2010,-1,0♣
13,1,This Is Head,250.67057,0.288220898,0.406919585,2010,-1,0♣
13.13,Redbox,The Neon Judgement,285.93587,0.571460185,0.349421882,2007,-1,0♣
14,Time To Leave,Cordrazine,288.83546,0.420451553,0.419060769,1997,-1,0♣
14,Courage,PAULA COLE,219.01016,0.70653571,0.486505959,2007,-1,0♣
14,Adverse Camber,The Reasoning,415.34649,0.575526959,0.399303624,2010,-1,0♣
15,Weirdo Magnet,Buck 65,274.442,0.681513586,0.444268701,1996,-1,0♣
$15.99 ,Do Not Ignore the Potential,Rapider Than Horsepower,77.322,0.487146082,0.362741913,2006,-1,0♣
16,Weirdo Magnet,Buck 65,107.07546,0.681513586,0.444268701,1996,-1,0♣
16,Sneaky Sound System,Sneaky Sound System,223.08526,0.744844377,0.447386029,2008,-1,0♣
17,Anthology,Rick James,250.95791,0.694145019,0.531986044,1984,-1,0♣
17,Weirdo Magnet,Buck 65,152.92036,0.681513586,0.444268701,1996,-1,0♣
17,Adore,The Smashing Pumpkins,19.90485,0.88792045,0.647224724,1998,-1,0♣
17,K.O.O.K.,Tocotronic,678.86975,0.699687797,0.450588815,1999,-1,0♣
17,Cross Canadian Ragweed,Cross Canadian Ragweed,319.242,0.739230337,0.515177401,2002,-1,0♣
17,Back To Tulsa: Live And Loud At Cain's Ballroom,Cross Canadian Ragweed,341.89016,0.739230337,0.515177401,2002,-1,0♣
17,Spousta Andelu,Aneta Langerova,200.64608,0.441548699,0.199939533,2004,-1,0♣
17,Spousta Andelu - Koncert,Aneta Langerova,214.64771,0.441548699,0.199939533,2004,-1,0♣
17,17,YOURCODENAMEIS:MILO,195.63057,0.626481047,0.392936231,2005,-1,0♣
17,Field Music,Field Music,163.05587,0.664300167,0.467144295,2005,-1,0♣
17,Send in the Boys,Milburn,178.85995,0.68473885,0.415460027,2006,-1,0♣
17,Makeshift Feelgood,X-Press 2,229.04118,0.640300063,0.41639318,2006,-1,0♣
17,The First Crusade,Jakobinarina,160.44363,0.579752389,0.406957869,2007,-1,0♣
17,Only By The Night,Kings Of Leon,185.41669,0.850944704,0.812933121,2008,-1,0♣
17,Higher Than the Eiffel,Audio Bullys,274.49424,0.696317796,0.490512754,2010,-1,0♣
17,Sunset Drive - EP,Cinnamon Chasers,257.98485,0.617443588,0.442328956,2010,-1,0♣
18,Weirdo Magnet,Buck 65,69.58975,0.681513586,0.444268701,1996,-1,0♣
18,Mathematical Warfare,Shocking Pinks,122.80118,0.622538217,0.428598272,2005,-1,0♣
18,Eu Nunca Disse Adeus,Capital Inicial,208.48281,0.633954855,0.421558713,2007,-1,0♣
18,Muertos Vivos,Gob,258.76853,0.651045661,0.401723686,2007,-1,0♣
19,Heartbreak In Stereo,Pencey Prep,359.78404,0.591662149,0.390502499,2002,-1,0♣
